R_ohm,L_H,C_F,f0_Hz,Q,BW_Hz
1600.0,0.0039,1.8e-08,18995.537004167625,0.2909216675785196,65294.33562744425
1600.0,0.0039,2e-08,18020.748693354315,0.2759925270727452,65294.33562744424
1600.0,0.0039,2.2e-08,17182.109709309734,0.2631485494752139,65294.335627444256
1600.0,0.0039,2.4e-08,16450.617604136514,0.25194555463432966,65294.335627444256
1600.0,0.0039,2.7e-08,15509.791016788964,0.23753654689565373,65294.33562744424
1600.0,0.0039,3e-08,14713.879693881589,0.22534695471649932,65294.335627444256
1600.0,0.0039,3.3e-08,14029.133830776484,0.2148598909226027,65294.335627444256
1600.0,0.0039,3.6e-08,13431.873027926924,0.20571268393886977,65294.335627444256
1600.0,0.0039,3.9e-08,12904.926180637702,0.19764235376052372,65294.33562744424
1600.0,0.0039,4.3e-08,12290.048601887576,0.18822534119976364,65294.33562744425
1600.0,0.0039,4.7e-08,11755.44027011616,0.18003767336251386,65294.33562744425
1600.0,0.0039,5.1e-08,11285.030575319443,0.1728332246109288,65294.335627444256
1600.0,0.0039,5.6e-08,10769.457199961236,0.16493708215992112,65294.33562744425
1600.0,0.0039,6.2e-08,10235.097482382916,0.15675322191471908,65294.33562744425
1600.0,0.0039,6.8e-08,9773.123160710755,0.1496779631310462,65294.335627444234
1600.0,0.0039,7.5e-08,9305.874610073379,0.14252192813739226,65294.33562744424
1600.0,0.0039,8.2e-08,8899.81341910524,0.13630299372193178,65294.33562744425
1600.0,0.0039,9.1e-08,8448.257294369949,0.12938729237669142,65294.335627444256
1600.0,0.0039,1e-07,8059.123816756154,0.12342761036332187,65294.33562744425
1600.0,0.0043,1e-08,24270.901282881096,0.409839907768875,59220.443941170364
1600.0,0.0043,1.1e-08,23141.39638049998,0.39076701963748633,59220.44394117037
1600.0,0.0043,1.2e-08,22156.20020602508,0.3741309374180827,59220.44394117036
1600.0,0.0043,1.3e-08,21286.988605960127,0.3594533777407451,59220.44394117036
1600.0,0.0043,1.5e-08,19817.107913506778,0.33463288342102104,59220.44394117037
1600.0,0.0043,1.6e-08,19187.832229751737,0.3240068961457457,59220.44394117036
1600.0,0.0043,1.8e-08,18090.46171456966,0.3054766312211496,59220.44394117036
1600.0,0.0043,2e-08,17162.1188826345,0.28980057798424075,59220.443941170364
1600.0,0.0043,2.2e-08,16363.438306777362,0.2763140094497234,59220.44394117036
1600.0,0.0043,2.4e-08,15666.799411007118,0.26455052290000614,59220.44394117036
1600.0,0.0043,2.7e-08,14770.800137350056,0.2494206249453885,59220.44394117036
1600.0,0.0043,3e-08,14012.811389146234,0.2366211810750114,59220.443941170364
1600.0,0.0043,3.3e-08,13360.691429705494,0.22560944397813054,59220.44394117036
1600.0,0.0043,3.6e-08,12791.888153167823,0.2160045974304971,59220.44394117036
1600.0,0.0043,3.9e-08,12290.048601887576,0.2075305043997394,59220.44394117036
1600.0,0.0043,4.3e-08,11704.467931276055,0.19764235376052372,59220.44394117035
1600.0,0.0043,4.7e-08,11195.331940223055,0.18904505260623355,59220.44394117036
1600.0,0.0043,5.1e-08,10747.335730796847,0.18148016150424773,59220.44394117037
1600.0,0.0043,5.6e-08,10256.327742661386,0.1731889709042038,59220.443941170364
1600.0,0.0043,6.2e-08,9747.428520147276,0.16459566783778892,59220.44394117036
1600.0,0.0043,6.8e-08,9307.465765870264,0.1571664301455813,59220.44394117036
1600.0,0.0043,7.5e-08,8862.480082410033,0.1496523749672331,59220.44394117035
1600.0,0.0043,8.2e-08,8475.766380798439,0.143122304000596,59220.44394117037
1600.0,0.0043,9.1e-08,8045.725430405143,0.1358606064891674,59220.44394117036
1600.0,0.0043,1e-07,7675.132891900694,0.12960275845829825,59220.44394117036
1600.0,0.0047,1e-08,23215.134420947204,0.42847841252506524,54180.40615894309
1600.0,0.0047,1.1e-08,22134.7621746808,0.40853813664198974,54180.4061589431
1600.0,0.0047,1.2e-08,21192.42132977903,0.3911454865733039,54180.4061589431
1600.0,0.0047,1.3e-08,20361.019813182393,0.37580042780505396,54180.406158943086
1600.0,0.0047,1.5e-08,18955.077880480956,0.3498511588280555,54180.40615894309
1600.0,0.0047,1.6e-08,18353.17523929183,0.33874192794810626,54180.406158943086
1600.0,0.0047,1.8e-08,17303.53955734439,0.3193689524324144,54180.40615894309
1600.0,0.0047,2e-08,16415.578975209002,0.3029799910885206,54180.406158943086
1600.0,0.0047,2.2e-08,15651.640433668284,0.2888800867928673,54180.4061589431
1600.0,0.0047,2.4e-08,14985.304832049182,0.2765816259864949,54180.40615894309
1600.0,0.0047,2.7e-08,14128.280886519353,0.26076365771553595,54180.40615894309
1600.0,0.0047,3e-08,13403.264107207217,0.24738212681328997,54180.40615894309
1600.0,0.0047,3.3e-08,12779.510900000307,0.23586960316448088,54180.40615894311
1600.0,0.0047,3.6e-08,12235.450159527889,0.22582795196540417,54180.40615894309
1600.0,0.0047,3.9e-08,11755.440270116158,0.2169684781548244,54180.40615894309
1600.0,0.0047,4.3e-08,11195.331940223055,0.20663063889518551,54180.40615894309
1600.0,0.0047,4.7e-08,10708.343000954688,0.19764235376052372,54180.40615894309
1600.0,0.0047,5.1e-08,10279.834306502542,0.1897334301323937,54180.40615894309
1600.0,0.0047,5.6e-08,9810.184814978984,0.1810651767024397,54180.40615894309
1600.0,0.0047,6.2e-08,9323.422344987257,0.17208107147879548,54180.40615894309
1600.0,0.0047,6.8e-08,8902.597656125989,0.16431397044181284,54180.406158943086
1600.0,0.0047,7.5e-08,8476.96853191161,0.15645819462932156,54180.40615894309
1600.0,0.0047,8.2e-08,8107.076599976335,0.1496311521953803,54180.40615894309
1600.0,0.0047,9.1e-08,7695.742123619917,0.14203921065197936,54180.406158943086
1600.0,0.0047,1e-07,7341.2700957167335,0.1354967711792425,54180.40615894309
1600.0,0.0051,1e-08,22286.149708619232,0.44633927678392815,49930.96253863383
1600.0,0.0051,1.1e-08,21249.010005494998,0.42556780252440923,49930.96253863383
1600.0,0.0051,1.2e-08,20344.37819224656,0.40745015032516557,49930.96253863382
1600.0,0.0051,1.3e-08,19546.24632142151,0.3914654420350439,49930.96253863383
1600.0,0.0051,1.5e-08,18196.565039131045,0.36443449342783135,49930.96253863383
1600.0,0.0051,1.6e-08,17618.748338683657,0.3528621809573817,49930.96253863383
1600.0,0.0051,1.8e-08,16611.115235069912,0.3326816546389857,49930.96253863383
1600.0,0.0051,2e-08,15758.687585503258,0.3156095293238149,49930.96253863383
1600.0,0.0051,2.2e-08,15025.31906838631,0.3009218790196673,49930.96253863383
1600.0,0.0051,2.4e-08,14385.647778761258,0.2881107642904027,49930.96253863382
1600.0,0.0051,2.7e-08,13562.918794831043,0.2716334335501104,49930.96253863383
1600.0,0.0051,3e-08,12866.914533471612,0.2576941016011038,49930.96253863382
1600.0,0.0051,3.3e-08,12268.121646685588,0.24570168534590514,49930.96253863384
1600.0,0.0051,3.6e-08,11745.832225789107,0.23524145397158783,49930.96253863383
1600.0,0.0051,3.9e-08,11285.03057531944,0.22601267833736846,49930.96253863382
1600.0,0.0051,4.3e-08,10747.335730796847,0.21524391248178218,49930.962538633845
1600.0,0.0051,4.7e-08,10279.834306502542,0.20588095610110804,49930.96253863383
1600.0,0.0051,5.1e-08,9868.472961664125,0.19764235376052372,49930.96253863383
1600.0,0.0051,5.6e-08,9417.617123878115,0.18861276941319294,49930.96253863382
1600.0,0.0051,6.2e-08,8950.33310638888,0.17925416718060674,49930.96253863382
1600.0,0.0051,6.8e-08,8546.348281360988,0.1711632992203644,49930.96253863383
1600.0,0.0051,7.5e-08,8137.751276898625,0.16298006013006625,49930.96253863382
1600.0,0.0051,8.2e-08,7782.661066278014,0.15586843654888927,49930.96253863383
1600.0,0.0051,9.1e-08,7387.786690184627,0.14796002950009957,49930.96253863383
1600.0,0.0051,1e-07,7047.499335473464,0.1411448723829527,49930.96253863383
1600.0,0.0056,1e-08,21267.973873620587,0.46770717334674267,45472.84088339867
1600.0,0.0056,1.1e-08,20278.217437549898,0.44594129250792236,45472.840883398676
1600.0,0.0056,1.2e-08,19414.91507168754,0.4269562819149833,45472.84088339867
1600.0,0.0056,1.3e-08,18653.24704027132,0.41020632707118343,45472.840883398676
1600.0,0.0056,1.5e-08,17365.227951071418,0.3818813079129867,45472.84088339867
1600.0,0.0056,1.6e-08,16813.80966439878,0.369754986443726,45472.84088339866
1600.0,0.0056,1.8e-08,15852.211775035055,0.3486083443891982,45472.84088339867
1600.0,0.0056,2e-08,15038.728548135443,0.33071891388307384,45472.84088339867
1600.0,0.0056,2.2e-08,14338.865060466826,0.3153281119434456,45472.84088339867
1600.0,0.0056,2.4e-08,13728.418103351163,0.30190368221228,45472.84088339866
1600.0,0.0056,2.7e-08,12943.27671445836,0.2846375212766555,45472.840883398676
1600.0,0.0056,3e-08,12279.070441052774,0.27003086243366087,45472.84088339866
1600.0,0.0056,3.3e-08,11707.634296255195,0.2574643252722186,45472.840883398676
1600.0,0.0056,3.6e-08,11209.206442932524,0.24650332429581734,45472.84088339867
1600.0,0.0056,3.9e-08,10769.457199961236,0.23683273335783547,45472.84088339867
1600.0,0.0056,4.3e-08,10256.327742661386,0.22554842722407933,45472.840883398676
1600.0,0.0056,4.7e-08,9810.184814978984,0.21573723181567284,45472.84088339867
1600.0,0.0056,5.1e-08,9417.617123878117,0.20710421739487853,45472.84088339866
1600.0,0.0056,5.6e-08,8987.359304372685,0.19764235376052372,45472.84088339867
1600.0,0.0056,6.2e-08,8541.423850942705,0.18783572094922768,45472.840883398676
1600.0,0.0056,6.8e-08,8155.89567239379,0.17935751349485984,45472.84088339866
1600.0,0.0056,7.5e-08,7765.966028675015,0.17078251276599332,45472.84088339866
1600.0,0.0056,8.2e-08,7427.098641486245,0.16333042970705944,45472.84088339867
1600.0,0.0056,9.1e-08,7050.264687487078,0.15504341823651058,45472.840883398676
1600.0,0.0056,1e-07,6725.523865759515,0.1479019945774904,45472.840883398676
1600.0,0.0062,1e-08,20212.6979853788,0.4921254921257382,41072.243378553634
1600.0,0.0062,1.1e-08,19272.05135677844,0.4692232459559677,41072.24337855364
1600.0,0.0062,1.2e-08,18451.584391051994,0.449247055267663,41072.24337855364
1600.0,0.0062,1.3e-08,17727.70885990751,0.4316226093742969,41072.24337855364
1600.0,0.0062,1.5e-08,16503.59879638653,0.40181878170803986,41072.24337855364
1600.0,0.0062,1.6e-08,15979.540822723447,0.38905936243714784,41072.24337855364
1600.0,0.0062,1.8e-08,15065.65556799335,0.366808684617896,41072.24337855364
1600.0,0.0062,2e-08,14292.535811537018,0.3479852726768764,41072.243378553634
1600.0,0.0062,2.2e-08,13627.398201753438,0.331790939105828,41072.243378553634
1600.0,0.0062,2.4e-08,13047.240446548718,0.3176656392078522,41072.24337855365
1600.0,0.0062,2.7e-08,12301.056260701327,0.2994980368451087,41072.243378553634
1600.0,0.0062,3e-08,11669.806622907057,0.284128785353872,41072.24337855364
1600.0,0.0062,3.3e-08,11126.724038672324,0.27090616736270795,41072.243378553634
1600.0,0.0062,3.6e-08,10653.027215148964,0.2593729082914319,41072.24337855364
1600.0,0.0062,3.9e-08,10235.097482382916,0.24919742971057904,41072.24337855364
1600.0,0.0062,4.3e-08,9747.428520147276,0.2373239861847189,41072.24337855364
1600.0,0.0062,4.7e-08,9323.422344987257,0.2270005623762834,41072.243378553634
1600.0,0.0062,5.1e-08,8950.33310638888,0.21791683069014933,41072.243378553634
1600.0,0.0062,5.6e-08,8541.423850942705,0.20796097676521635,41072.24337855364
1600.0,0.0062,6.2e-08,8117.614855562426,0.19764235376052372,41072.243378553634
1600.0,0.0062,6.8e-08,7751.215842465659,0.18872151128986173,41072.24337855364
1600.0,0.0062,7.5e-08,7380.633756420798,0.17969882210706523,41072.24337855364
1600.0,0.0062,8.2e-08,7058.580316114636,0.17185767651056427,41072.243378553634
1600.0,0.0062,9.1e-08,6700.444136895951,0.1631380120910237,41072.243378553634
1600.0,0.0062,1e-07,6391.816329089379,0.15562374497485915,41072.24337855364
1600.0,0.0068,1e-08,19300.37180020742,0.5153882032022076,37448.221903975376
1600.0,0.0068,1.1e-08,18402.18247002838,0.4914033706918103,37448.221903975376
1600.0,0.0068,1.2e-08,17618.74833868366,0.4704829079431756,37448.22190397538
1600.0,0.0068,1.3e-08,16927.545862979165,0.4520253566747368,37448.22190397538
1600.0,0.0068,1.5e-08,15758.687585503261,0.42081270576508656,37448.22190397538
1600.0,0.0068,1.6e-08,15258.283644184921,0.40745015032516557,37448.22190397537
1600.0,0.0068,1.8e-08,14385.647778761262,0.384147685720537,37448.221903975376
1600.0,0.0068,2e-08,13647.42377934828,0.36443449342783124,37448.221903975376
1600.0,0.0068,2.2e-08,13012.30801318928,0.3474746557141058,37448.221903975376
1600.0,0.0068,2.4e-08,12458.336426302434,0.33268165463898564,37448.221903975376
1600.0,0.0068,2.7e-08,11745.832225789107,0.31365527196211707,37448.221903975376
1600.0,0.0068,3e-08,11143.074854309618,0.2975595178559521,37448.221903975376
1600.0,0.0068,3.3e-08,10624.505002747499,0.28371186834960616,37448.221903975376
1600.0,0.0068,3.6e-08,10172.189096123284,0.2716334335501104,37448.221903975376
1600.0,0.0068,3.9e-08,9773.123160710755,0.2609769613566959,37448.221903975376
1600.0,0.0068,4.3e-08,9307.465765870264,0.24854226162557042,37448.22190397537
1600.0,0.0068,4.7e-08,8902.59765612599,0.23773085085198453,37448.221903975376
1600.0,0.0068,5.1e-08,8546.34828136099,0.22821773229381917,37448.22190397538
1600.0,0.0068,5.6e-08,8155.89567239379,0.21779126638661547,37448.221903975376
1600.0,0.0068,6.2e-08,7751.215842465659,0.20698488335017093,37448.221903975376
1600.0,0.0068,6.8e-08,7401.3547212480935,0.19764235376052372,37448.22190397537
1600.0,0.0068,7.5e-08,7047.499335473464,0.18819316317727025,37448.221903975376
1600.0,0.0068,8.2e-08,6739.982192440848,0.1799813675993346,37448.22190397538
1600.0,0.0068,9.1e-08,6398.010951440444,0.17084952572237488,37448.221903975376
1600.0,0.0068,1e-07,6103.313457673969,0.16298006013006622,37448.221903975376
1600.0,0.0075,1e-08,18377.62984739307,0.5412658773652741,33953.05452627101
1600.0,0.0075,1.1e-08,17522.38253849248,0.5160767649029815,33953.054526271015
1600.0,0.0075,1.2e-08,16776.404034829015,0.4941058844013093,33953.05452627101
1600.0,0.0075,1.3e-08,16118.247633512305,0.4747215783204687,33953.05452627101
1600.0,0.0075,1.5e-08,15005.271935951769,0.4419417382415922,33953.05452627101
1600.0,0.0075,1.6e-08,14528.792078313681,0.427908248050911,33953.05452627101
1600.0,0.0075,1.8e-08,13697.876534699997,0.4034357652299393,33953.05452627101
1600.0,0.0075,2e-08,12994.946687227935,0.38273277230987157,33953.05452627101
1600.0,0.0075,2.2e-08,12390.195515512782,0.3649213800757139,33953.05452627101
1600.0,0.0075,2.4e-08,11862.709056952952,0.34938562148434216,33953.05452627101
1600.0,0.0075,2.7e-08,11184.269356552675,0.3294039229342062,33953.05452627101
1600.0,0.0075,3e-08,10610.32953945969,0.3125,33953.05452627101
1600.0,0.0075,3.3e-08,10116.552275442229,0.2979570591392476,33953.05452627101
1600.0,0.0075,3.6e-08,9685.861385542454,0.285272165367274,33953.05452627101
1600.0,0.0075,3.9e-08,9305.874610073379,0.27408063103344665,33953.054526271
1600.0,0.0075,4.3e-08,8862.480082410033,0.26102158424517397,33953.05452627101
1600.0,0.0075,4.7e-08,8476.968531911612,0.24966733185530035,33953.054526271015
1600.0,0.0075,5.1e-08,8137.751276898625,0.23967655901480323,33953.05452627101
1600.0,0.0075,5.6e-08,7765.966028675015,0.22872657959731246,33953.05452627101
1600.0,0.0075,6.2e-08,7380.633756420796,0.2173776073875789,33953.054526271
1600.0,0.0075,6.8e-08,7047.499335473464,0.20756598879845986,33953.05452627101
1600.0,0.0075,7.5e-08,6710.561613931605,0.19764235376052372,33953.05452627101
1600.0,0.0075,8.2e-08,6417.746724929284,0.18901824340910434,33953.054526271
1600.0,0.0075,9.1e-08,6092.124972632703,0.17942789117600455,33953.05452627101
1600.0,0.0075,1e-07,5811.516831325473,0.1711632992203644,33953.05452627101
1600.0,0.0082,1e-08,17575.723247993355,0.5659615711335886,31054.623042321036
1600.0,0.0082,1.1e-08,16757.7945958957,0.5396231850265348,31054.62304232104
1600.0,0.0082,1.2e-08,16044.366812323211,0.5166498653182185,31054.62304232104
1600.0,0.0082,1.3e-08,15414.929019773559,0.49638113458231947,31054.62304232104
1600.0,0.0082,1.5e-08,14350.517939318526,0.46210568776705907,31054.623042321044
1600.0,0.0082,1.6e-08,13894.829247107855,0.44743190822738604,31054.62304232104
1600.0,0.0082,1.8e-08,13100.170645412181,0.42184284856909554,31054.623042321044
1600.0,0.0082,2e-08,12427.913092914156,0.40019526483955303,31054.623042321044
1600.0,0.0082,2.2e-08,11849.550196489128,0.38157121341774586,31054.623042321036
1600.0,0.0082,2.4e-08,11345.080572838135,0.36532662326562876,31054.623042321047
1600.0,0.0082,2.7e-08,10696.244541548807,0.34443324354547905,31054.623042321036
1600.0,0.0082,3e-08,10147.348548431331,0.3267580654449609,31054.623042321047
1600.0,0.0082,3.3e-08,9675.117220964838,0.3115515911360331,31054.623042321044
1600.0,0.0082,3.6e-08,9263.219498071903,0.2982879388182574,31054.623042321036
1600.0,0.0082,3.9e-08,8899.81341910524,0.286585781671754,31054.62304232104
1600.0,0.0082,4.3e-08,8475.766380798437,0.2729309053034622,31054.623042321033
1600.0,0.0082,4.7e-08,8107.076599976335,0.2610586059578976,31054.62304232104
1600.0,0.0082,5.1e-08,7782.661066278016,0.2506119960197828,31054.62304232104
1600.0,0.0082,5.6e-08,7427.098641486245,0.2391624149281942,31054.623042321036
1600.0,0.0082,6.2e-08,7058.580316114636,0.22729563667526242,31054.62304232104
1600.0,0.0082,6.8e-08,6739.982192440848,0.21703635504625649,31054.623042321044
1600.0,0.0082,7.5e-08,6417.746724929284,0.2066599461272874,31054.623042321036
1600.0,0.0082,8.2e-08,6137.708793230126,0.19764235376052372,31054.623042321036
1600.0,0.0082,9.1e-08,5826.295523433358,0.1876144339441287,31054.62304232104
1600.0,0.0082,1e-07,5557.931698843142,0.17897276329095443,31054.623042321036
1600.0,0.0091,1e-08,16683.97135325737,0.596212000885591,27983.286697476102
1600.0,0.0091,1.1e-08,15907.542525376062,0.5684658381036711,27983.2866974761
1600.0,0.0091,1.2e-08,15230.312431581757,0.5442646032338805,27983.286697476102
1600.0,0.0091,1.3e-08,14632.810869263127,0.5229125165837972,27983.286697476105
1600.0,0.0091,1.5e-08,13622.405566230771,0.48680506023116343,27983.28669747611
1600.0,0.0091,1.6e-08,13189.837473323747,0.47134697278119864,27983.286697476105
1600.0,0.0091,1.8e-08,12435.498026847546,0.4443901876604488,27983.286697476105
1600.0,0.0091,2e-08,11797.349281010385,0.4215855488510013,27983.286697476102
1600.0,0.0091,2.2e-08,11248.33119170679,0.4019660489959999,27983.2866974761
1600.0,0.0091,2.4e-08,10769.457199961236,0.3848531917064826,27983.28669747611
1600.0,0.0091,2.7e-08,10153.541621054505,0.362843068822587,27983.286697476102
1600.0,0.0091,3e-08,9632.495351955147,0.3442231592053814,27983.286697476102
1600.0,0.0091,3.3e-08,9184.223959171288,0.32820390465426075,27983.286697476095
1600.0,0.0091,3.6e-08,8793.224982215832,0.3142313151874658,27983.286697476105
1600.0,0.0091,3.9e-08,8448.257294369949,0.30190368221228,27983.28669747611
1600.0,0.0091,4.3e-08,8045.725430405143,0.28751895791893567,27983.2866974761
1600.0,0.0091,4.7e-08,7695.742123619917,0.2750120887091515,27983.286697476102
1600.0,0.0091,5.1e-08,7387.786690184627,0.26400711146096195,27983.286697476102
1600.0,0.0091,5.6e-08,7050.264687487078,0.25194555463432966,27983.286697476113
1600.0,0.0091,6.2e-08,6700.444136895951,0.23944450161747025,27983.286697476105
1600.0,0.0091,6.8e-08,6398.010951440443,0.22863686530494287,27983.286697476102
1600.0,0.0091,7.5e-08,6092.124972632703,0.21770584129355222,27983.286697476102
1600.0,0.0091,8.2e-08,5826.295523433357,0.20820626205994766,27983.286697476102
1600.0,0.0091,9.1e-08,5530.68264884473,0.19764235376052372,27983.286697476102
1600.0,0.0091,1e-07,5275.934989329499,0.18853878911247945,27983.286697476105
1600.0,0.01,1e-08,15915.494309189533,0.625,25464.790894703252
1600.0,0.01,1.1e-08,15174.828413163343,0.5959141182784952,25464.790894703256
1600.0,0.01,1.2e-08,14528.792078313681,0.570544330734548,25464.790894703256
1600.0,0.01,1.3e-08,13958.811915110067,0.5481612620668933,25464.790894703252
1600.0,0.01,1.5e-08,12994.946687227935,0.5103103630798288,25464.790894703252
1600.0,0.01,1.6e-08,12582.30302612176,0.4941058844013093,25464.790894703252
1600.0,0.01,1.8e-08,11862.709056952952,0.46584749531245623,25464.790894703252
1600.0,0.01,2e-08,11253.953951963826,0.4419417382415922,25464.790894703252
1600.0,0.01,2.2e-08,10730.224074290096,0.4213749140395263,25464.790894703252
1600.0,0.01,2.4e-08,10273.407401024997,0.4034357652299393,25464.790894703252
1600.0,0.01,2.7e-08,9685.861385542454,0.38036288715636535,25464.790894703256
1600.0,0.01,3e-08,9188.814923696535,0.36084391824351614,25464.790894703252
1600.0,0.01,3.3e-08,8761.191269246237,0.3440511766019877,25464.790894703252
1600.0,0.01,3.6e-08,8388.202017414507,0.32940392293420623,25464.790894703256
1600.0,0.01,3.9e-08,8059.123816756152,0.31648105221364586,25464.79089470325
1600.0,0.01,4.3e-08,7675.132891900694,0.3014017638565076,25464.790894703252
1600.0,0.01,4.7e-08,7341.2700957167335,0.2882910025090266,25464.790894703252
1600.0,0.01,5.1e-08,7047.499335473464,0.2767546517312798,25464.790894703256
1600.0,0.01,5.6e-08,6725.523865759514,0.2641107046026614,25464.79089470326
1600.0,0.01,6.2e-08,6391.816329089379,0.2510060402820309,25464.790894703256
1600.0,0.01,6.8e-08,6103.313457673969,0.23967655901480328,25464.790894703252
1600.0,0.01,7.5e-08,5811.516831325472,0.22821773229381923,25464.79089470325
1600.0,0.01,8.2e-08,5557.931698843142,0.21825946742799318,25464.790894703252
1600.0,0.01,9.1e-08,5275.934989329499,0.20718548254118624,25464.790894703256
1600.0,0.01,1e-07,5032.921210448703,0.19764235376052372,25464.790894703252
1800.0,0.001,1e-08,50329.21210448704,0.17568209223157666,286478.8975654116
1800.0,0.001,1.1e-08,47987.02088783482,0.167506302543202,286478.89756541164
1800.0,0.001,1.2e-08,45944.07461848267,0.16037507477489601,286478.89756541164
1800.0,0.001,1.3e-08,44141.63908164476,0.15408338784034142,286478.89756541164
1800.0,0.001,1.5e-08,41093.62960409999,0.14344382763731175,286478.8975654116
1800.0,0.001,1.6e-08,39788.73577297383,0.1388888888888889,286478.8975654116
1800.0,0.001,1.8e-08,37513.17983987942,0.13094570021973104,286478.8975654116
1800.0,0.001,2e-08,35588.12717085885,0.12422599874998831,286478.8975654116
1800.0,0.001,2.2e-08,33931.9478787285,0.11844484241978358,286478.8975654116
1800.0,0.001,2.4e-08,32487.36671806984,0.1134023029066286,286478.89756541164
1800.0,0.001,2.7e-08,30629.38307898845,0.10691671651659737,286478.8975654116
1800.0,0.001,3e-08,29057.584156627363,0.10143010324169743,286478.89756541164
1800.0,0.001,3.3e-08,27705.31942719963,0.09670980886427659,286478.89756541164
1800.0,0.001,3.6e-08,26525.823848649223,0.0925925925925926,286478.8975654116
1800.0,0.001,3.9e-08,25485.187206258906,0.08896008544727065,286478.8975654116
1800.0,0.001,4.3e-08,24270.901282881096,0.08472142796255815,286478.89756541164
1800.0,0.001,4.7e-08,23215.134420947208,0.0810361063877192,286478.89756541164
1800.0,0.001,5.1e-08,22286.149708619232,0.0777933380015561,286478.8975654116
1800.0,0.001,5.6e-08,21267.973873620587,0.07423923386456233,286478.89756541164
1800.0,0.001,6.2e-08,20212.6979853788,0.07055562611121695,286478.8975654116
1800.0,0.001,6.8e-08,19300.37180020742,0.06737100695453695,286478.8975654116
1800.0,0.001,7.5e-08,18377.62984739307,0.06415002990995841,286478.89756541164
1800.0,0.001,8.2e-08,17575.723247993355,0.06135084781935919,286478.8975654116
1800.0,0.001,9.1e-08,16683.97135325737,0.05823804648455102,286478.8975654116
1800.0,0.001,1e-07,15915.494309189533,0.05555555555555555,286478.89756541164
1800.0,0.0011,1e-08,47987.02088783482,0.18425693279752223,260435.36142310148
1800.0,0.0011,1.1e-08,45753.8291858973,0.17568209223157666,260435.3614231014
1800.0,0.0011,1.2e-08,43805.956346231185,0.16820279744986066,260435.36142310142
1800.0,0.0011,1.3e-08,42087.40149232944,0.16160402052298323,260435.36142310142
1800.0,0.0011,1.5e-08,39181.2384838245,0.15044515564140667,260435.36142310145
1800.0,0.0011,1.6e-08,37937.07103290835,0.14566789557918772,260435.36142310142
1800.0,0.0011,1.8e-08,35767.41358096699,0.13733700902029006,260435.36142310148
1800.0,0.0011,2e-08,33931.9478787285,0.13028932666176193,260435.36142310145
1800.0,0.0011,2.2e-08,32352.84288259896,0.12422599874998833,260435.36142310148
1800.0,0.0011,2.4e-08,30975.48878878195,0.11893733869134379,260435.36142310145
1800.0,0.0011,2.7e-08,29203.970897487452,0.11213519829990709,260435.36142310142
1800.0,0.0011,3e-08,27705.31942719963,0.10638078975070424,260435.36142310148
1800.0,0.0011,3.3e-08,26415.985596933966,0.10143010324169743,260435.36142310145
1800.0,0.0011,3.6e-08,25291.380688605575,0.09711193038612514,260435.3614231015
1800.0,0.0011,3.9e-08,24299.17258108826,0.09330212475107016,260435.36142310148
1800.0,0.0011,4.3e-08,23141.396380499977,0.08885658327674108,260435.36142310148
1800.0,0.0011,4.7e-08,22134.7621746808,0.08499138540069763,260435.3614231015
1800.0,0.0011,5.1e-08,21249.010005494994,0.08159034122472333,260435.36142310145
1800.0,0.0011,5.6e-08,20278.217437549898,0.07786276535852613,260435.36142310148
1800.0,0.0011,6.2e-08,19272.051356778436,0.07399936495362933,260435.3614231014
1800.0,0.0011,6.8e-08,18402.18247002838,0.07065930820405115,260435.36142310145
1800.0,0.0011,7.5e-08,17522.382538492475,0.06728111897994427,260435.36142310145
1800.0,0.0011,8.2e-08,16757.7945958957,0.06434531203568437,260435.36142310145
1800.0,0.0011,9.1e-08,15907.542525376062,0.061080578453141694,260435.36142310148
1800.0,0.0011,1e-07,15174.828413163343,0.05826715823167509,260435.36142310145
1800.0,0.0012,1e-08,45944.07461848267,0.19245008972987526,238732.414637843
1800.0,0.0012,1.1e-08,43805.95634623119,0.18349396085439343,238732.41463784306
1800.0,0.0012,1.2e-08,41941.01008707253,0.1756820922315766,238732.41463784303
1800.0,0.0012,1.3e-08,40295.619083780766,0.1687898945139444,238732.41463784306
1800.0,0.0012,1.5e-08,37513.17983987942,0.15713484026367724,238732.41463784297
1800.0,0.0012,1.6e-08,36321.98019578421,0.15214515486254612,238732.41463784306
1800.0,0.0012,1.8e-08,34244.691336749995,0.14344382763731175,238732.414637843
1800.0,0.0012,2e-08,32487.36671806984,0.13608276348795434,238732.414637843
1800.0,0.0012,2.2e-08,30975.48878878195,0.12974982402692048,238732.41463784303
1800.0,0.0012,2.4e-08,29656.772642382384,0.12422599874998831,238732.41463784306
1800.0,0.0012,2.7e-08,27960.673391381686,0.11712139482105108,238732.41463784303
1800.0,0.0012,3e-08,26525.82384864923,0.1111111111111111,238732.4146378431
1800.0,0.0012,3.3e-08,25291.380688605575,0.1059402876939547,238732.41463784306
1800.0,0.0012,3.6e-08,24214.653463856135,0.10143010324169743,238732.414637843
1800.0,0.0012,3.9e-08,23264.686525183446,0.09745089103411435,238732.41463784303
1800.0,0.0012,4.3e-08,22156.200206025085,0.09280767439828408,238732.41463784303
1800.0,0.0012,4.7e-08,21192.42132977903,0.08877060688188457,238732.41463784306
1800.0,0.0012,5.1e-08,20344.378192246568,0.08521833209415226,238732.41463784306
