R_ohm,L_H,C_F,f0_Hz,Q,BW_Hz
1000.0,0.0018,2.2e-08,25291.380688605575,0.28603877677367767,88419.41282883077
1000.0,0.0018,2.4e-08,24214.653463856135,0.2738612787525831,88419.41282883074
1000.0,0.0018,2.7e-08,22829.794224499994,0.25819888974716115,88419.41282883074
1000.0,0.0018,3e-08,21658.244478713226,0.24494897427831783,88419.41282883074
1000.0,0.0018,3.3e-08,20650.325859187968,0.23354968324845687,88419.41282883075
1000.0,0.0018,3.6e-08,19771.181761588254,0.22360679774997896,88419.41282883075
1000.0,0.0018,3.9e-08,18995.53700416762,0.21483446221182986,88419.41282883074
1000.0,0.0018,4.3e-08,18090.46171456966,0.20459830184114206,88419.41282883074
1000.0,0.0018,4.7e-08,17303.53955734439,0.19569842191603265,88419.41282883074
1000.0,0.0018,5.1e-08,16611.115235069912,0.18786728732554486,88419.41282883074
1000.0,0.0018,5.6e-08,15852.211775035055,0.17928429140015906,88419.41282883075
1000.0,0.0018,6.2e-08,15065.65556799335,0.17038855027411945,88419.41282883074
1000.0,0.0018,6.8e-08,14385.647778761262,0.16269784336399212,88419.41282883075
1000.0,0.0018,7.5e-08,13697.876534699997,0.15491933384829668,88419.41282883075
1000.0,0.0018,8.2e-08,13100.170645412181,0.14815943949743843,88419.41282883075
1000.0,0.0018,9.1e-08,12435.498026847546,0.14064216928154863,88419.41282883074
1000.0,0.0018,1e-07,11862.709056952952,0.13416407864998736,88419.41282883077
1000.0,0.002,1e-08,35588.12717085885,0.4472135954999579,79577.47154594766
1000.0,0.002,1.1e-08,33931.9478787285,0.4264014327112209,79577.47154594766
1000.0,0.002,1.2e-08,32487.36671806984,0.40824829046386296,79577.47154594769
1000.0,0.002,1.3e-08,31212.852327320135,0.3922322702763681,79577.47154594766
1000.0,0.002,1.5e-08,29057.584156627363,0.36514837167011077,79577.47154594767
1000.0,0.002,1.6e-08,28134.884879909565,0.3535533905932738,79577.47154594766
1000.0,0.002,1.8e-08,26525.823848649223,0.33333333333333337,79577.47154594766
1000.0,0.002,2e-08,25164.60605224352,0.31622776601683794,79577.47154594767
1000.0,0.002,2.2e-08,23993.51044391741,0.30151134457776363,79577.47154594767
1000.0,0.002,2.4e-08,22972.037309241336,0.28867513459481287,79577.47154594767
1000.0,0.002,2.7e-08,21658.244478713226,0.2721655269759087,79577.47154594767
1000.0,0.002,3e-08,20546.814802049994,0.25819888974716115,79577.47154594766
1000.0,0.002,3.3e-08,19590.61924191225,0.2461829819586655,79577.47154594766
1000.0,0.002,3.6e-08,18756.58991993971,0.23570226039551584,79577.47154594767
